IQ,CGPA,Internship_Experience,Projects_Completed,Placement
111,8.46,No,2,Yes
95,6.09,No,1,No
99,5.89,No,2,No
107,4.74,No,0,No
104,5.42,No,1,No
70,7.48,No,2,No
83,6.48,Yes,4,No
113,6.6,No,1,No
98,9.35,Yes,3,No
92,7.94,Yes,2,No
79,8.32,No,5,No
83,4.93,No,5,No
69,6.46,No,5,No
98,7.7,No,5,No
91,5.66,No,4,No
85,5.26,No,4,No
98,9.47,No,5,No
105,9.28,No,5,No
131,4.93,No,0,No
77,6.36,Yes,5,No
117,9.29,No,5,Yes
114,5.62,No,0,No
88,8.28,No,5,Yes
103,9.57,No,5,Yes
93,9.62,No,1,No
102,7.67,No,1,No
122,5.81,No,3,No
109,6.21,No,4,No
107,9.4,No,2,No
93,9.3,Yes,3,No
77,8.51,No,5,Yes
96,8.9,Yes,3,No
118,8.33,No,3,Yes
77,8.22,No,5,No
84,8.97,Yes,2,No
101,8.14,Yes,5,Yes
85,8.1,No,3,No
88,6.56,No,0,No
93,8.42,No,0,No
79,7.22,No,0,No
85,6.73,No,3,No
110,8.72,No,3,Yes
80,8.57,Yes,4,No
76,9.89,Yes,1,No
90,5.98,Yes,4,No
110,8.46,Yes,5,No
97,6.43,No,0,No
93,9.98,No,1,No
100,5.35,No,4,No
73,8.66,No,2,No
107,8.48,No,2,No
105,6.56,Yes,2,No
93,9.32,No,0,No
115,9.4,No,1,No
83,6.07,Yes,0,No
116,5.39,No,2,Yes
102,6.63,No,3,No
94,5.94,Yes,0,No
99,9.66,No,1,No
98,10.2,Yes,0,No
118,5.51,No,1,No
83,6.89,No,5,No
88,8.1,No,3,Yes
115,5.69,Yes,4,Yes
91,6.77,No,1,No
113,6.42,No,1,No
125,7.66,Yes,2,Yes
93,8.68,Yes,2,No
110,8.27,Yes,3,No
82,5.28,No,5,No
111,9.42,Yes,5,Yes
102,7.92,No,0,No
107,9.86,No,4,Yes
90,7.06,No,4,No
75,9.48,No,3,No
107,8.96,No,4,Yes
69,7.59,Yes,0,No
95,7.16,No,2,No
114,10.08,Yes,5,Yes
102,8.76,No,3,No
129,9.32,No,4,Yes
115,8.79,Yes,5,Yes
90,8.04,No,3,No
100,5.69,Yes,3,No
99,6.89,No,1,No
76,9.72,No,1,No
85,6.8,Yes,3,No
91,5.93,No,5,No
69,8.19,No,1,No
100,9.03,Yes,4,No
96,6.35,Yes,3,No
74,6.72,Yes,1,No
106,7.13,Yes,4,No
110,4.94,No,2,No
103,8.48,No,2,No
95,7.06,Yes,5,No
108,9.58,Yes,3,No
110,8.6,No,0,No
104,8.81,No,4,No
87,6.73,Yes,5,No
104,7.93,Yes,5,No
117,6.79,No,5,No
91,6.58,No,3,No
131,9.41,Yes,1,No
92,7.03,No,2,No
100,9.15,No,1,No
89,5.47,No,4,No
103,5.43,No,3,No
73,9.69,Yes,5,Yes
91,8.41,No,2,Yes
83,7.34,No,4,No
102,7.33,Yes,2,No
114,6.12,No,5,No
109,8.76,Yes,2,Yes
64,5.65,No,3,No
130,8.12,Yes,3,Yes
104,7.39,No,0,No
88,9.46,No,0,No
102,7.9,No,0,No
102,6.09,No,0,No
89,7.96,Yes,5,No
102,5.01,No,1,No
90,5.92,No,0,No
93,4.73,Yes,1,No
89,7.82,No,2,No
78,4.98,Yes,1,No
102,7.04,No,2,No
108,9.58,Yes,0,No
107,8.56,Yes,1,No
112,5.3,No,2,Yes
104,6.08,No,0,No
92,8.58,No,5,No
112,9.34,Yes,2,Yes
79,5.21,Yes,3,No
86,8.86,No,2,No
85,7.66,No,0,No
116,7.84,Yes,5,No
114,9.78,No,4,Yes
107,8.96,Yes,3,No
116,9.31,No,1,No
86,7.07,No,3,No
105,7.71,Yes,0,No
98,8.07,Yes,2,Yes
112,6.78,Yes,4,Yes
98,7.57,Yes,0,No
94,6.07,No,5,No
108,5.84,No,2,No
113,6.4,No,5,No
89,8.64,No,5,No
99,9.68,Yes,0,No
84,7.76,Yes,5,No
62,8.59,Yes,4,No
103,5.3,No,2,No
109,9.53,No,4,No
103,7.4,No,2,No
70,8.64,No,3,No
94,9.24,Yes,0,No
66,5.9,No,1,No
120,7.41,No,1,No
83,10.24,No,0,No
118,5.77,No,5,Yes
114,8.7,Yes,5,Yes
86,10.17,No,1,No
83,6.75,No,4,No
105,8.93,No,1,No
87,9.69,Yes,0,No
101,8.68,Yes,5,Yes
92,5.97,Yes,3,No
73,7,No,5,No
66,5.14,Yes,0,No
103,8.72,Yes,0,No
91,9.02,No,2,No
91,7.89,No,1,No
110,7.15,Yes,1,No
117,5.53,Yes,2,Yes
95,8.83,Yes,4,No
94,8.64,No,4,No
107,9.71,No,5,No
79,8.9,Yes,2,No
103,9.19,Yes,1,No
108,9.17,Yes,4,No
110,8.63,Yes,4,No
70,7.63,No,3,No
88,9.68,No,4,No
86,8.68,Yes,1,No
101,6.89,No,3,No
107,5.78,No,3,No
122,6.86,No,5,No
92,8.12,No,1,No
92,6.71,Yes,2,No
117,6.02,Yes,0,No
104,7.3,Yes,4,No
119,5.68,Yes,5,No
104,9.27,Yes,2,No
82,7.15,No,0,No
80,7.85,No,1,No
76,5.81,No,4,No
109,6.72,No,2,No
117,7.49,No,0,No
127,9.2,No,5,Yes
112,9.14,Yes,1,No
117,6.19,No,5,Yes
91,8.41,Yes,3,Yes
82,5.98,No,3,No
112,9.65,No,3,Yes
106,10.19,Yes,1,No
101,8.01,Yes,0,No
105,8.66,No,1,No
104,8.98,No,3,No
119,8.48,No,1,No
119,8.56,Yes,4,Yes
108,9.41,No,0,No
112,7.93,Yes,5,No
107,8.14,No,4,Yes
93,9.29,No,5,Yes
111,8.48,Yes,3,Yes
79,9.12,Yes,0,No
115,6.32,Yes,4,No
82,7.24,No,1,No
104,5.8,No,2,No
87,7.66,Yes,5,No
108,6.85,Yes,1,No
99,9.62,Yes,3,No
76,8.14,Yes,2,No
106,8.83,No,5,No
91,6.97,No,0,No
113,9.2,No,5,Yes
100,8.46,Yes,2,No
105,8.95,No,5,No
85,6.12,Yes,5,No
91,7.63,No,0,No
93,8.33,No,4,Yes
112,7.76,Yes,5,Yes
125,9.35,Yes,4,Yes
87,9.8,No,5,Yes
116,10.33,No,5,Yes
67,8.61,No,4,No
82,9.88,Yes,4,Yes
85,9.1,Yes,5,No
79,6.39,Yes,4,No
76,7.1,Yes,2,No
106,6.19,No,0,No
96,4.72,No,4,No
105,6.34,No,4,No
110,5.27,Yes,0,No
103,8.78,Yes,2,No
109,7.58,No,5,No
98,6.34,No,4,No
82,8.39,No,5,No
115,9.49,No,5,Yes
91,10.38,No,2,Yes
85,8.29,No,4,Yes
97,6.87,No,2,No
86,6.81,Yes,5,No
93,5.68,No,3,No
105,6.1,No,4,No
105,6.83,No,4,No
86,10.38,No,5,Yes
92,4.95,Yes,5,No
116,6.39,No,5,Yes
107,5.74,No,1,No
131,8.48,No,1,No
117,7.21,Yes,5,Yes
117,6.99,No,5,Yes
79,5.82,No,5,No
111,6.91,No,2,Yes
99,5.79,Yes,1,No
91,7.3,No,2,No
102,5.43,No,4,No
114,9.15,No,4,Yes
107,7.74,Yes,5,No
86,8.18,Yes,3,No
111,7.3,No,3,No
90,6.91,Yes,1,No
103,5,No,5,No
95,7.73,Yes,5,No
96,7.99,No,4,No
111,6.95,No,2,No
84,8.79,Yes,1,No
129,9.39,Yes,3,Yes
72,8.32,No,0,No
91,5.24,No,2,No
105,8.07,Yes,5,Yes
108,5.69,No,0,No
98,8.13,No,1,No
99,7.25,Yes,1,No
106,5.82,Yes,0,No
96,9.14,No,1,No
120,8.09,No,1,No
112,7.24,Yes,4,No
113,4.87,No,5,No
85,7.69,Yes,2,No
98,9.74,No,3,No
95,7.62,No,5,No
84,9.4,No,4,No
105,5.19,No,1,No
91,7.66,No,3,No
109,8.56,No,1,No
83,7.93,Yes,5,No
125,5.96,No,2,No
86,7.47,Yes,1,No
103,7.99,No,0,No
111,8.17,No,0,No
91,8.44,No,0,No
112,8.67,Yes,0,Yes
81,8.21,Yes,3,Yes
121,6.52,No,5,No
100,6.92,Yes,0,No
91,8.88,Yes,1,No
95,9.52,No,4,No
112,4.89,Yes,1,No
91,8.08,Yes,1,No
88,6.14,No,1,No
96,6.59,Yes,1,No
82,7.16,No,4,No
127,8.13,No,0,Yes
91,5.55,No,2,No
112,8.54,No,3,Yes
103,9.02,No,4,Yes
85,10.11,Yes,4,No
99,5.43,Yes,4,No
111,8.16,No,3,Yes
97,6.71,No,1,No
117,6.41,No,5,No
115,7.49,No,3,No
113,9.32,No,4,Yes
93,4.8,No,1,No
83,9.39,No,4,No
90,9.14,No,2,No
102,8.61,No,0,No
108,8.71,No,0,No
67,6.57,No,4,No
99,9.01,No,1,No
102,7.03,No,2,No
95,9.35,No,2,No
119,5.56,No,5,Yes
106,6.55,No,1,No
119,8.04,No,1,No
96,6.41,Yes,2,No
114,6.65,No,0,No
124,7.17,Yes,0,No
119,9.46,No,2,Yes
83,8.11,No,3,No
96,6.32,No,2,No
94,6.05,No,4,No
107,6.6,No,5,No
110,7.4,No,3,No
87,8.64,No,1,No
101,6.03,No,2,No
69,5.69,No,2,No
121,7.18,Yes,3,No
92,6.7,No,2,No
100,7.27,Yes,4,No
95,8.98,No,0,No
117,6.16,Yes,2,No
57,7.96,No,0,No
99,7.7,No,1,No
98,6.26,Yes,1,No
93,8.97,No,2,Yes
125,7.32,No,1,No
86,7.28,Yes,2,No
111,9.37,No,0,No
105,6.71,No,3,No
118,9.64,No,2,Yes
89,7.59,No,5,No
89,8.25,Yes,3,Yes
116,9.59,No,0,No
106,9.29,No,0,No
76,8.36,No,3,No
91,8.36,No,5,Yes
105,6.78,No,2,No
112,7.88,No,3,Yes
89,5.76,Yes,2,No
56,5.42,Yes,5,No
107,9.61,No,2,No
81,5.74,No,3,No
69,6.25,Yes,0,No
57,9.39,No,4,Yes
112,5.41,No,1,No
101,6.73,Yes,4,No
96,8.11,No,0,No
120,7.5,No,1,No
109,8.52,No,5,No
124,7.16,Yes,5,No
79,7.07,Yes,3,No
99,8.25,No,4,No
75,7.91,No,2,No
96,8.2,Yes,0,No
96,9.3,No,0,No
109,7.3,No,5,No
100,6.92,No,0,No
109,4.66,No,5,No
110,8.45,Yes,4,Yes
132,4.99,No,2,No
95,7.72,No,4,No
85,8.81,Yes,2,No
103,7.75,No,1,No
87,6.67,Yes,3,No
122,8.59,No,5,Yes
95,6.83,No,0,No
91,8.24,No,2,Yes
92,8.08,Yes,4,No
110,6.27,No,5,No
97,9.98,No,5,Yes
90,5.73,No,5,No
124,9.59,Yes,4,Yes
87,5.26,Yes,0,No
100,5.86,Yes,0,No
109,5.99,Yes,0,No
75,5.37,Yes,1,No
107,8.72,No,3,Yes
84,8.16,Yes,5,No
112,8.95,No,2,Yes
85,6.7,Yes,0,No
110,7.34,No,2,No
116,8.52,No,4,Yes
112,7.04,Yes,3,No
103,8.18,Yes,3,No
96,7.93,Yes,2,No
91,5.6,No,4,No
122,8.69,No,4,Yes
89,8.64,No,1,No
84,8.49,Yes,5,No
109,6.01,No,0,No
88,6,No,4,No
85,7.22,Yes,0,No
78,6.57,Yes,0,No
92,5.65,Yes,2,No
98,8.59,No,5,No
103,8.34,No,0,No
114,7.71,Yes,2,No
107,5.78,No,3,No
97,9.13,Yes,4,Yes
97,5.62,Yes,2,No
107,9.43,No,1,No
119,10.06,Yes,2,Yes
101,8.67,Yes,0,No
92,10.4,No,1,No
85,8.38,Yes,5,Yes
78,6.32,Yes,0,No
109,5.8,No,1,No
108,6.71,No,2,No
108,4.68,No,0,No
98,8.31,No,2,Yes
121,5.87,Yes,4,No
92,8.8,Yes,5,No
114,6.37,No,1,No
99,7.29,Yes,3,No
90,10.17,No,5,No
108,6.09,Yes,3,No
106,8.94,No,2,No
105,8.94,No,1,No
101,6.11,No,1,No
99,7.24,No,2,No
135,7.17,No,3,No
117,8.41,No,5,Yes
110,8.3,No,4,No
101,7.5,No,5,No
115,8.84,No,3,Yes
107,5.92,Yes,0,No
100,8.7,Yes,3,No
95,9.7,Yes,0,No
98,9.73,No,0,No
52,9.36,No,4,No
103,6.85,No,4,No
92,9.8,No,5,No
123,6.42,No,3,Yes
100,8.63,Yes,5,No
82,5.64,No,2,No
99,9.8,No,3,Yes
84,8.93,No,4,No
107,8.8,Yes,5,No
104,5.4,No,0,No
114,8.5,No,0,No
88,8.87,No,2,Yes
100,8.78,No,3,Yes
79,6.52,Yes,2,No
110,7.21,Yes,2,No
107,5.08,No,3,No
107,7.2,Yes,1,No
100,6.29,Yes,3,No
106,6.29,No,2,No
124,5.92,No,5,No
95,6.17,No,1,No
102,5.66,No,5,No
83,9.13,No,2,Yes
86,7.93,Yes,2,No
101,7,No,2,No
116,7.55,No,5,No
96,8.61,No,0,No
96,9.27,Yes,3,No
93,5.93,No,4,No
91,6.3,No,0,No
104,9.91,No,3,No
77,6.91,No,0,No
119,4.7,No,3,No
90,5.9,No,1,No
110,5.26,Yes,5,No
80,10.22,Yes,4,Yes
110,5.98,No,1,No
110,9.42,Yes,1,No
105,10.13,No,3,No
85,7.64,No,2,No
103,5.35,Yes,5,No
82,4.97,Yes,2,No
96,7.24,No,2,No
115,7.38,Yes,2,No
111,8.3,Yes,5,Yes
100,7.33,No,4,No
85,10.04,No,1,No
109,7.88,No,0,No
100,8.49,No,4,No
65,9.96,Yes,5,No
111,5.92,Yes,3,No
99,6.25,Yes,4,No
118,5.45,No,4,Yes
83,6.1,No,5,No
52,7.36,No,3,No
104,6.12,Yes,0,No
104,6.82,Yes,1,No
74,9.52,Yes,4,No
85,5.6,No,3,No
141,8.03,No,3,Yes
95,5.64,No,0,No
110,6.26,No,4,No
90,7.93,No,3,No
68,9.73,No,5,No
97,6.97,Yes,5,No
96,5.18,Yes,0,No
94,7.3,No,0,No
98,5.55,No,3,No
103,5.74,Yes,3,No
97,7.89,Yes,4,No
81,5.56,Yes,4,No
107,7.48,Yes,1,No
70,7.74,No,3,No
69,6.72,No,2,No
111,5.26,No,5,No
107,10.11,Yes,2,Yes
99,6.71,No,5,No
79,9.23,No,1,No
89,7.11,No,3,No
96,7.09,Yes,0,No
76,7.02,No,5,No
88,6.22,No,2,No
109,5.32,No,4,No
121,6.71,No,2,No
93,9.14,Yes,3,No
111,8.7,Yes,5,Yes
71,6.04,Yes,2,No
109,7.57,Yes,1,No
87,9,Yes,4,No
104,8.33,Yes,1,No
96,5.87,No,0,No
119,9.63,No,0,No
86,6.56,No,0,No
109,7.35,Yes,0,No
95,7.93,Yes,3,No
97,9.28,Yes,3,Yes
97,9.77,No,3,Yes
87,9.67,Yes,1,No
99,5.42,Yes,1,No
99,9.35,Yes,2,No
103,5.03,No,4,No
101,5.96,No,1,No
111,7.89,Yes,2,No
113,7.31,No,0,No
84,7.87,No,0,No
113,7.88,Yes,1,No
82,10.1,No,3,No
108,6.67,Yes,2,No
109,6.01,No,5,No
71,9.99,No,4,No
101,5.21,No,2,No
92,7.56,Yes,3,No
88,8.3,No,5,No
120,7.54,No,3,Yes
90,8.08,No,1,No
87,5.9,No,3,No
101,9.58,Yes,3,No
110,5.58,Yes,4,No
97,6.85,No,3,No
117,5.22,Yes,5,Yes
107,8.15,Yes,0,No
67,7.9,No,3,No
92,9.66,Yes,0,No
91,8.46,No,4,Yes
107,8.1,No,5,No
60,9.26,No,1,No
138,7.3,No,0,No
107,7.72,No,1,No
102,8.37,No,5,No
117,6.77,Yes,5,No
135,9.33,No,5,Yes
113,5.56,No,5,Yes
114,8.22,No,1,No
101,8.7,Yes,0,No
97,9.65,Yes,2,Yes
92,9.35,No,3,Yes
87,7.38,No,4,No
89,7.93,No,5,No
79,7.07,No,1,No
98,7.79,Yes,2,No
74,9.39,Yes,1,No
102,10.03,No,2,No
99,9.13,Yes,4,No
102,6.13,Yes,2,No
92,9.1,No,4,No
146,9.62,No,3,Yes
120,6.77,Yes,5,No
81,7.81,No,5,No
103,9.12,No,5,No
90,7.79,No,2,No
84,9.99,No,5,No
79,6.81,No,1,No
106,8.37,No,3,Yes
89,8.81,Yes,1,No
114,7.53,No,1,No
114,9.34,Yes,3,Yes
120,7.94,Yes,3,Yes
87,7.28,Yes,4,No
107,5.28,Yes,2,No
109,7.24,No,4,No
92,8.19,Yes,0,No
88,9.83,Yes,0,No
124,5.86,Yes,4,Yes
103,7.01,Yes,4,No
109,5.8,Yes,2,No
87,8.39,Yes,3,No
81,9.99,No,0,No
91,7.74,Yes,3,No
98,7.81,No,1,No
84,7.89,No,1,No
99,5.79,Yes,3,No
74,8.53,Yes,1,No
83,7.77,No,0,No
110,8.33,No,0,No
109,9.61,No,1,No
94,8.84,Yes,0,No
84,9.28,Yes,1,No
84,9.66,Yes,2,Yes
94,9.49,No,2,Yes
109,7.63,No,3,No
113,5.49,No,1,No
92,7.5,No,2,No
82,8.66,No,2,Yes
104,5.62,Yes,0,No
87,5.1,Yes,3,No
92,5.37,No,3,No
119,8.18,No,2,Yes
112,7.89,No,2,Yes
102,7.13,Yes,3,No
80,5.23,No,5,No
103,9.09,No,0,No
115,6.43,No,4,Yes
94,6.52,No,0,No
120,8.58,Yes,4,Yes
119,8.04,No,3,Yes
124,7.23,No,3,No
104,8.57,No,3,Yes
108,6.85,Yes,1,No
121,8.65,No,1,No
106,5.95,No,1,No
92,5.93,Yes,3,No
93,9.14,Yes,2,Yes
103,8.57,No,3,No
80,5.48,No,4,No
97,5.92,No,0,No
116,9.65,Yes,5,Yes
67,8.79,Yes,4,No
123,6.36,No,0,No
116,7.81,Yes,4,No
93,5.36,Yes,0,No
108,7.74,Yes,5,No
100,5.5,Yes,2,No
118,6.55,No,0,No
114,5.42,No,3,Yes
78,7.58,No,4,No
108,6.89,No,1,No
96,7.29,No,2,No
101,5.45,Yes,5,No
89,7.15,No,4,No
126,8.73,No,2,Yes
115,7.09,Yes,1,No
88,8.38,Yes,1,No
79,6.56,No,1,No
94,6.81,Yes,1,No
106,7.68,No,1,No
103,9.29,No,3,No
118,5.32,No,0,No
111,5.31,No,1,No
114,8.19,No,4,Yes
104,9.32,Yes,4,Yes
79,9.74,Yes,1,No
97,7.49,No,2,No
115,7.16,No,1,No
99,8.14,No,5,No
107,7.99,Yes,3,No
95,7.68,No,5,No
84,9.15,No,0,No
98,8.37,No,4,No
104,7.11,No,1,No
90,7.77,Yes,0,No
96,8.08,No,0,No
85,7.31,No,1,No
116,7.52,Yes,0,No
95,4.63,Yes,4,No
121,5.61,Yes,1,No
122,7.77,Yes,2,No
98,9.47,Yes,1,No
84,6.26,Yes,4,No
68,7.48,No,1,No
77,6.98,Yes,1,No
79,5.32,No,1,No
120,9.41,No,3,Yes
101,9.03,Yes,3,Yes
105,5.28,No,4,No
66,8.15,No,0,No
82,6.72,Yes,1,No
113,10.21,No,1,No
104,6.52,No,5,No
97,5.76,No,3,No
108,7.78,No,2,No
124,9.39,No,5,Yes
96,5.52,Yes,3,No
101,8.11,Yes,0,No
102,5.18,No,5,No
135,9.28,Yes,1,No
68,5.84,No,1,No
110,9.65,No,4,Yes
98,7.24,Yes,2,No
108,7.44,Yes,4,No
90,9.74,Yes,2,Yes
99,9.58,No,5,Yes
110,7.99,No,5,No
146,5.78,No,2,No
112,7.08,Yes,5,Yes
87,7.42,No,2,No
93,7.28,No,2,No
93,7.55,No,4,No
73,5.27,Yes,1,No
95,8.89,No,1,No
110,8.78,No,5,No
80,5.73,Yes,4,No
115,8.27,No,5,Yes
107,7.4,No,3,No
88,8.08,Yes,5,Yes
97,5.34,No,0,No
123,8,Yes,2,No
111,6.32,No,4,No
100,7.25,Yes,2,No
96,8.52,No,2,No
101,8.54,Yes,2,No
92,6.02,Yes,4,No
68,7.85,Yes,1,No
130,9.39,No,3,Yes
102,5.99,Yes,3,No
105,9.05,Yes,5,No
99,8.26,Yes,4,No
88,8.69,No,0,No
97,6.63,No,3,No
76,6.76,Yes,3,No
134,9.62,No,2,Yes
81,6.62,No,4,No
84,5.13,No,5,No
93,7.62,Yes,5,No
119,6.05,Yes,1,No
100,9.12,No,4,No
81,7.74,Yes,4,No
118,9.53,Yes,3,Yes
110,8.87,No,2,No
108,6.03,Yes,4,No
110,7.23,Yes,1,No
135,8.54,No,2,Yes
132,7.31,Yes,2,No
89,9.85,No,1,No
124,8.37,No,1,No
105,5.28,No,5,No
107,9.45,No,1,No
74,5.03,No,4,No
97,5.85,No,5,No
87,8.8,Yes,2,No
112,8.96,No,5,Yes
116,7.53,No,2,Yes
68,6.54,No,0,No
99,6.4,Yes,0,No
116,7.06,No,0,No
97,6.16,Yes,5,No
110,5.81,No,4,No
105,7.66,No,5,No
105,9.53,No,4,No
95,6.66,No,1,No
81,5.83,No,4,No
83,8.98,No,2,No
110,9.02,No,2,No
100,9.22,Yes,5,Yes
97,5.61,Yes,3,No
93,5.26,No,3,No
95,7.22,No,4,No
115,7.92,No,5,No
94,7.09,No,5,No
79,7.76,No,3,No
111,6.22,No,4,Yes
96,7.06,No,1,No
100,8.57,No,1,No
124,7.34,Yes,3,No
99,8.23,No,4,No
104,7.31,Yes,3,No
82,6.61,No,2,No
96,6.15,Yes,4,No
109,7.46,Yes,0,No
76,5.19,Yes,2,No
103,8.72,No,4,Yes
101,9.55,Yes,3,No
100,6.35,No,5,No
115,4.94,Yes,3,No
105,9.58,No,3,Yes
122,6.65,Yes,4,Yes
85,5.99,Yes,3,No
102,6.88,Yes,4,No
101,8.29,No,4,No
83,6.11,Yes,3,No
114,8.18,Yes,1,No
134,7.51,Yes,1,No
99,5.29,Yes,2,No
107,6.16,No,4,No
101,8.45,Yes,3,No
89,7.59,No,5,No
72,5.93,No,3,No
89,5.81,No,3,No
79,8.34,Yes,1,No
125,8.98,No,0,No
98,6.6,No,5,No
94,7.7,No,4,No
113,6.12,No,2,Yes
83,6.76,Yes,2,No
88,4.96,Yes,2,No
101,8.66,No,4,No
115,6.51,No,4,Yes
107,8.64,Yes,2,No
103,8.66,Yes,2,No
101,9.15,Yes,3,Yes
106,6.36,No,5,No
103,6.26,No,0,No
84,9.86,No,1,No
100,8.47,No,4,Yes
83,8.83,No,0,No
101,5.39,Yes,2,No
92,6.85,No,5,No
138,8.3,Yes,2,Yes
99,5.54,No,2,No
78,7.77,Yes,2,No
97,7.46,No,3,No
107,5.51,No,4,No
125,6.28,No,2,No
91,6.65,No,2,No
76,5.12,Yes,4,No
112,8.22,No,1,No
79,6.47,No,3,No
93,6.39,No,3,No
96,9.58,No,0,No
98,7.74,Yes,3,No
110,6.66,No,0,No
89,8.22,No,1,No
95,9.74,No,4,Yes
99,5.45,No,2,No
102,7.59,Yes,5,No
101,8.19,No,0,No
106,6.92,No,5,No
112,9.06,No,5,Yes
105,9.45,No,3,No
106,9.98,Yes,5,No
76,6.01,No,2,No
100,5.87,No,1,No
107,9.68,No,4,No
110,7.1,No,0,No
89,5.86,No,3,No
90,8.2,No,5,No
91,6.21,Yes,5,No
108,5.86,No,2,No
115,9.37,Yes,2,Yes
93,6.08,Yes,2,No
113,5.68,No,4,Yes
101,6.67,No,0,No
98,7.95,Yes,4,No
96,5.85,Yes,5,No
111,7.15,No,3,No
104,7.7,No,0,No
134,9.42,No,1,No
87,6.3,No,1,No
107,9.39,No,5,No
92,6.29,Yes,4,No
86,8.04,Yes,4,No
99,7.5,No,5,No
102,5.7,No,4,No
143,8.88,Yes,1,No
97,6.36,No,1,No
83,5.68,Yes,0,No
104,6.36,No,5,No
68,7.95,Yes,0,No
98,5.76,No,4,No
100,5.66,No,5,No
111,5.01,No,2,Yes
114,7.77,No,0,No
92,7.51,Yes,1,No
97,6.39,No,3,No
88,4.79,Yes,2,No
83,6.99,No,5,No
104,9.12,Yes,1,No
80,8.21,Yes,2,No
93,9.6,No,3,No
85,5.46,No,5,No
108,9.68,No,4,No
127,6.92,No,2,No
80,9.6,No,3,No
72,6.45,No,3,No
98,6.88,Yes,2,No
100,6.42,No,5,No
103,6.99,No,2,No
93,9.42,Yes,2,No
96,8.87,No,2,No
105,9.94,No,4,No
115,8.24,No,1,No
70,7.59,No,0,No
94,5.92,No,4,No
103,10.37,Yes,2,Yes
86,8.05,Yes,3,No
125,8.69,No,5,Yes
90,7.1,No,4,No
99,7.36,No,0,No
108,9.38,Yes,5,No
91,6.15,No,0,No
72,6.76,No,4,No
93,5.87,No,3,No
115,8.9,Yes,3,Yes
94,4.84,No,5,No
87,5.24,No,3,No
113,6.41,Yes,1,No
95,7.56,No,3,No
92,7.46,Yes,0,No
102,4.83,No,5,No
111,9.81,No,2,Yes
135,9.63,No,2,Yes
112,6.89,Yes,0,No
117,9.02,Yes,3,Yes
92,7.83,No,2,No
84,6.69,Yes,5,No
100,6.32,No,0,No
101,7.13,Yes,3,No
83,7.16,No,1,No
97,6.19,Yes,2,No
105,9.18,No,5,Yes
105,7.85,No,3,No
107,8.56,Yes,5,No
104,5.72,Yes,3,No
92,7.47,No,5,No
92,6.16,No,2,No
82,7.42,Yes,3,No
126,8.49,No,5,Yes
100,8.84,No,4,Yes
96,6.98,Yes,4,No
86,8.72,Yes,1,No
144,9.27,Yes,0,No
83,7.97,No,4,No
93,5.53,No,4,No
106,8,Yes,1,No
109,5.38,No,4,No
114,9.16,No,4,Yes
127,7.71,Yes,5,Yes
107,7.31,No,2,No
84,5.24,No,1,No
96,7.15,Yes,3,No
104,9.17,No,3,Yes
131,5.49,No,0,No
79,7.02,Yes,0,No
118,9.35,Yes,4,Yes
102,6.58,No,4,No
112,6.95,No,3,Yes
98,7.94,No,1,No
87,7.8,Yes,2,No
111,6.13,Yes,5,No
109,4.97,No,0,No
114,8.13,Yes,4,Yes
99,9.72,Yes,0,No
91,5.85,No,3,No
76,6.29,No,1,No
112,6.92,Yes,3,No
106,9.21,No,2,No
85,6.6,Yes,1,No
91,9.04,No,2,No
92,4.97,No,2,No
77,9.89,Yes,1,No
87,8.15,No,2,No
82,8.2,No,0,No
93,7.32,No,4,No
88,8.63,No,1,No
75,5.75,Yes,3,No
130,5.12,Yes,3,No
118,7.41,No,4,Yes
88,9.06,No,3,Yes
104,8.74,No,4,No
106,7.28,No,0,No
117,7.88,No,3,No
87,6.01,Yes,3,No
116,9,No,0,Yes
91,9.24,Yes,3,No
79,8.69,No,3,No
110,6.9,No,0,No
119,10.08,No,5,Yes
138,9.16,No,0,No
82,7.9,Yes,5,No
110,6.96,Yes,0,No
93,8.3,No,5,Yes
111,7.77,No,3,No
77,6.51,Yes,4,No
81,6.94,No,5,No
88,7.27,No,4,No
101,7.64,No,1,No
90,7.14,No,1,No
109,5.85,No,3,No
115,8.64,No,3,Yes
108,7.68,No,4,No
124,5.36,No,2,No
106,6.55,Yes,1,No
81,9.7,No,4,Yes
120,8.58,No,3,Yes
90,6.7,No,1,No
113,9.46,Yes,1,No
123,5.31,No,5,Yes
106,9.52,Yes,1,No
77,6.36,No,3,No
86,4.98,Yes,4,No
119,6.69,No,2,Yes
97,6.32,Yes,3,No
101,7.67,No,1,No
111,8.66,No,5,Yes
110,9.3,No,5,No
104,6.92,Yes,0,No
96,7.3,No,4,No
95,6.19,Yes,3,No
112,5.27,No,1,No
108,8.5,No,2,Yes
96,5.57,Yes,5,No
116,9.09,No,1,No
98,7.41,No,1,No
87,6.32,No,3,No
88,8.11,Yes,5,No
85,5.8,No,2,No
95,7,No,5,No
118,9.45,Yes,0,Yes
87,7.44,No,5,No
102,5.62,Yes,5,No
90,8.91,Yes,3,No
96,5.73,Yes,5,No
77,8.37,No,4,No
96,7.44,Yes,2,No
97,7.34,No,0,No
108,9.59,Yes,0,No
103,8.5,Yes,2,Yes
82,5.47,Yes,4,No
116,6.29,No,1,No
103,9.43,Yes,3,Yes
102,4.8,Yes,4,No
99,7.62,Yes,5,No
92,9,Yes,0,No
103,7.83,No,5,No
